ZIP (character),State,Primary eGRID Subregion,Subregion annual CO2e output emission rate (lb/MWh),ZIP5,rate_lb_per_mwh,norm_factor_vs_us_mean
1,AK,AKMS,497.557,00001,497.557,0.601262809358082
2,AK,AKMS,497.557,00002,497.557,0.601262809358082
3,AK,AKMS,497.557,00003,497.557,0.601262809358082
4,AK,AKMS,497.557,00004,497.557,0.601262809358082
5,AK,AKMS,497.557,00005,497.557,0.601262809358082
6,AK,AKGD,1057.841,00006,1057.841,1.2783268078112915
7,AK,AKMS,497.557,00007,497.557,0.601262809358082
8,AK,AKMS,497.557,00008,497.557,0.601262809358082
9,AK,AKMS,497.557,00009,497.557,0.601262809358082
10,AK,AKMS,497.557,00010,497.557,0.601262809358082
11,AK,AKGD,1057.841,00011,1057.841,1.2783268078112915
12,CA,CAMX,499.278,00012,499.278,0.6033425174013921
13,HI,HIMS,1163.065,00013,1163.065,1.405482646945089
14,AZ,AZNM,779.382,00014,779.382,0.941828596287703
15,AZ,AZNM,779.382,00015,779.382,0.941828596287703
16,CA,CAMX,499.278,00016,499.278,0.6033425174013921
17,CA,CAMX,499.278,00017,499.278,0.6033425174013921
18,CA,CAMX,499.278,00018,499.278,0.6033425174013921
19,CA,CAMX,499.278,00019,499.278,0.6033425174013921
20,CA,CAMX,499.278,00020,499.278,0.6033425174013921
22,CA,CAMX,499.278,00022,499.278,0.6033425174013921
26,CA,CAMX,499.278,00026,499.278,0.6033425174013921
27,CO,RMPA,1131.733,00027,1131.733,1.3676201179427687
28,CA,CAMX,499.278,00028,499.278,0.6033425174013921
29,CA,CAMX,499.278,00029,499.278,0.6033425174013921
31,CA,CAMX,499.278,00031,499.278,0.6033425174013921
32,CA,CAMX,499.278,00032,499.278,0.6033425174013921
33,CA,CAMX,499.278,00033,499.278,0.6033425174013921
34,CA,NWPP,605.872,00034,605.872,0.732153905645785
35,CA,NWPP,605.872,00035,605.872,0.732153905645785
37,CA,CAMX,499.278,00037,499.278,0.6033425174013921
38,CA,CAMX,499.278,00038,499.278,0.6033425174013921
39,CA,CAMX,499.278,00039,499.278,0.6033425174013921
40,CA,CAMX,499.278,00040,499.278,0.6033425174013921
41,FL,FRCC,816.893,00041,816.893,0.9871580143078114
42,FL,FRCC,816.893,00042,816.893,0.9871580143078114
43,FL,FRCC,816.893,00043,816.893,0.9871580143078114
44,CA,CAMX,499.278,00044,499.278,0.6033425174013921
45,FL,FRCC,816.893,00045,816.893,0.9871580143078114
47,CA,CAMX,499.278,00047,499.278,0.6033425174013921
48,CA,CAMX,499.278,00048,499.278,0.6033425174013921
49,CA,NWPP,605.872,00049,605.872,0.732153905645785
50,CA,CAMX,499.278,00050,499.278,0.6033425174013921
51,CA,CAMX,499.278,00051,499.278,0.6033425174013921
52,CA,CAMX,499.278,00052,499.278,0.6033425174013921
53,FL,FRCC,816.893,00053,816.893,0.9871580143078114
54,CA,CAMX,499.278,00054,499.278,0.6033425174013921
55,CA,CAMX,499.278,00055,499.278,0.6033425174013921
56,ID,NWPP,605.872,00056,605.872,0.732153905645785
57,CA,CAMX,499.278,00057,499.278,0.6033425174013921
58,CA,CAMX,499.278,00058,499.278,0.6033425174013921
59,MN,MROW,943.418,00059,943.418,1.1400546210363496
60,MN,MROW,943.418,00060,943.418,1.1400546210363496
61,CA,CAMX,499.278,00061,499.278,0.6033425174013921
63,MT,NWPP,605.872,00063,605.872,0.732153905645785
64,NM,AZNM,779.382,00064,779.382,0.941828596287703
65,CA,CAMX,499.278,00065,499.278,0.6033425174013921
66,NM,AZNM,779.382,00066,779.382,0.941828596287703
67,OK,SPSO,975.253,00067,975.253,1.17852499033256
68,OR,NWPP,605.872,00068,605.872,0.732153905645785
69,OR,NWPP,605.872,00069,605.872,0.732153905645785
70,OR,NWPP,605.872,00070,605.872,0.732153905645785
71,UT,NWPP,605.872,00071,605.872,0.732153905645785
72,WA,NWPP,605.872,00072,605.872,0.732153905645785
73,WA,NWPP,605.872,00073,605.872,0.732153905645785
74,WA,NWPP,605.872,00074,605.872,0.732153905645785
76,WA,NWPP,605.872,00076,605.872,0.732153905645785
77,OR,NWPP,605.872,00077,605.872,0.732153905645785
84,NC,SRVC,625.874,00084,625.874,0.7563249226604796
87,FL,FRCC,816.893,00087,816.893,0.9871580143078114
97,FL,FRCC,816.893,00097,816.893,0.9871580143078114
98,FL,FRCC,816.893,00098,816.893,0.9871580143078114
100,UT,NWPP,605.872,00100,605.872,0.732153905645785
116,LA,SRMV,803.658,00116,803.658,0.9711644431554525
119,LA,SRMV,803.658,00119,803.658,0.9711644431554525
120,LA,SRMV,803.658,00120,803.658,0.9711644431554525
121,LA,SRMV,803.658,00121,803.658,0.9711644431554525
125,ME,NEWE,540.48,00125,540.48,0.6531322505800464
126,ME,NEWE,540.48,00126,540.48,0.6531322505800464
127,ME,NEWE,540.48,00127,540.48,0.6531322505800464
128,ME,NEWE,540.48,00128,540.48,0.6531322505800464
130,ME,NEWE,540.48,00130,540.48,0.6531322505800464
132,ME,NEWE,540.48,00132,540.48,0.6531322505800464
133,ME,NEWE,540.48,00133,540.48,0.6531322505800464
134,ME,NEWE,540.48,00134,540.48,0.6531322505800464
135,ME,NEWE,540.48,00135,540.48,0.6531322505800464
137,ME,NEWE,540.48,00137,540.48,0.6531322505800464
138,ME,NEWE,540.48,00138,540.48,0.6531322505800464
139,ME,NEWE,540.48,00139,540.48,0.6531322505800464
141,ME,NEWE,540.48,00141,540.48,0.6531322505800464
148,ME,NEWE,540.48,00148,540.48,0.6531322505800464
151,ME,NEWE,540.48,00151,540.48,0.6531322505800464
152,MD,RFCE,660.311,00152,660.311,0.7979396268368136
158,MA,NEWE,540.48,00158,540.48,0.6531322505800464
160,MN,MROW,943.418,00160,943.418,1.1400546210363496
161,MN,MROW,943.418,00161,943.418,1.1400546210363496
164,MN,MROW,943.418,00164,943.418,1.1400546210363496
165,MN,MROW,943.418,00165,943.418,1.1400546210363496
166,MN,MROW,943.418,00166,943.418,1.1400546210363496
168,NH,NEWE,540.48,00168,540.48,0.6531322505800464
172,NH,NEWE,540.48,00172,540.48,0.6531322505800464
173,NH,NEWE,540.48,00173,540.48,0.6531322505800464
174,NH,NEWE,540.48,00174,540.48,0.6531322505800464
176,NH,NEWE,540.48,00176,540.48,0.6531322505800464
177,NH,NEWE,540.48,00177,540.48,0.6531322505800464
179,NH,NEWE,540.48,00179,540.48,0.6531322505800464
180,NH,NEWE,540.48,00180,540.48,0.6531322505800464
181,NH,NEWE,540.48,00181,540.48,0.6531322505800464
182,NH,NEWE,540.48,00182,540.48,0.6531322505800464
183,NH,NEWE,540.48,00183,540.48,0.6531322505800464
184,NH,NEWE,540.48,00184,540.48,0.6531322505800464
185,NH,NEWE,540.48,00185,540.48,0.6531322505800464
188,TX,ERCT,774.298,00188,774.298,0.9356849381283836
195,WA,NWPP,605.872,00195,605.872,0.732153905645785
197,AZ,AZNM,779.382,00197,779.382,0.941828596287703
198,AK,AKGD,1057.841,00198,1057.841,1.2783268078112915
199,AZ,AZNM,779.382,00199,779.382,0.941828596287703
501,NY,NYLI,1209.311,00501,1209.311,1.4613677010827533
544,NY,NYLI,1209.311,00544,1209.311,1.4613677010827533
601,PR,PRMS,1599.922,00601,1599.922,1.9333937548337201
602,PR,PRMS,1599.922,00602,1599.922,1.9333937548337201
603,PR,PRMS,1599.922,00603,1599.922,1.9333937548337201
604,PR,PRMS,1599.922,00604,1599.922,1.9333937548337201
605,PR,PRMS,1599.922,00605,1599.922,1.9333937548337201
606,PR,PRMS,1599.922,00606,1599.922,1.9333937548337201
610,PR,PRMS,1599.922,00610,1599.922,1.9333937548337201
611,PR,PRMS,1599.922,00611,1599.922,1.9333937548337201
612,PR,PRMS,1599.922,00612,1599.922,1.9333937548337201
613,PR,PRMS,1599.922,00613,1599.922,1.9333937548337201
614,PR,PRMS,1599.922,00614,1599.922,1.9333937548337201
616,PR,PRMS,1599.922,00616,1599.922,1.9333937548337201
617,PR,PRMS,1599.922,00617,1599.922,1.9333937548337201
622,PR,PRMS,1599.922,00622,1599.922,1.9333937548337201
623,PR,PRMS,1599.922,00623,1599.922,1.9333937548337201
624,PR,PRMS,1599.922,00624,1599.922,1.9333937548337201
627,PR,PRMS,1599.922,00627,1599.922,1.9333937548337201
631,PR,PRMS,1599.922,00631,1599.922,1.9333937548337201
636,PR,PRMS,1599.922,00636,1599.922,1.9333937548337201
637,PR,PRMS,1599.922,00637,1599.922,1.9333937548337201
638,PR,PRMS,1599.922,00638,1599.922,1.9333937548337201
641,PR,PRMS,1599.922,00641,1599.922,1.9333937548337201
646,PR,PRMS,1599.922,00646,1599.922,1.9333937548337201
647,PR,PRMS,1599.922,00647,1599.922,1.9333937548337201
650,PR,PRMS,1599.922,00650,1599.922,1.9333937548337201
652,PR,PRMS,1599.922,00652,1599.922,1.9333937548337201
653,PR,PRMS,1599.922,00653,1599.922,1.9333937548337201
656,PR,PRMS,1599.922,00656,1599.922,1.9333937548337201
659,PR,PRMS,1599.922,00659,1599.922,1.9333937548337201
660,PR,PRMS,1599.922,00660,1599.922,1.9333937548337201
662,PR,PRMS,1599.922,00662,1599.922,1.9333937548337201
664,PR,PRMS,1599.922,00664,1599.922,1.9333937548337201
667,PR,PRMS,1599.922,00667,1599.922,1.9333937548337201
669,PR,PRMS,1599.922,00669,1599.922,1.9333937548337201
670,PR,PRMS,1599.922,00670,1599.922,1.9333937548337201
674,PR,PRMS,1599.922,00674,1599.922,1.9333937548337201
676,PR,PRMS,1599.922,00676,1599.922,1.9333937548337201
677,PR,PRMS,1599.922,00677,1599.922,1.9333937548337201
678,PR,PRMS,1599.922,00678,1599.922,1.9333937548337201
680,PR,PRMS,1599.922,00680,1599.922,1.9333937548337201
681,PR,PRMS,1599.922,00681,1599.922,1.9333937548337201
682,PR,PRMS,1599.922,00682,1599.922,1.9333937548337201
683,PR,PRMS,1599.922,00683,1599.922,1.9333937548337201
685,PR,PRMS,1599.922,00685,1599.922,1.9333937548337201
687,PR,PRMS,1599.922,00687,1599.922,1.9333937548337201
688,PR,PRMS,1599.922,00688,1599.922,1.9333937548337201
690,PR,PRMS,1599.922,00690,1599.922,1.9333937548337201
692,PR,PRMS,1599.922,00692,1599.922,1.9333937548337201
693,PR,PRMS,1599.922,00693,1599.922,1.9333937548337201
694,PR,PRMS,1599.922,00694,1599.922,1.9333937548337201
698,PR,PRMS,1599.922,00698,1599.922,1.9333937548337201
703,PR,PRMS,1599.922,00703,1599.922,1.9333937548337201
704,PR,PRMS,1599.922,00704,1599.922,1.9333937548337201
705,PR,PRMS,1599.922,00705,1599.922,1.9333937548337201
707,PR,PRMS,1599.922,00707,1599.922,1.9333937548337201
714,PR,PRMS,1599.922,00714,1599.922,1.9333937548337201
715,PR,PRMS,1599.922,00715,1599.922,1.9333937548337201
716,PR,PRMS,1599.922,00716,1599.922,1.9333937548337201
717,PR,PRMS,1599.922,00717,1599.922,1.9333937548337201
718,PR,PRMS,1599.922,00718,1599.922,1.9333937548337201
719,PR,PRMS,1599.922,00719,1599.922,1.9333937548337201
720,PR,PRMS,1599.922,00720,1599.922,1.9333937548337201
721,PR,PRMS,1599.922,00721,1599.922,1.9333937548337201
723,PR,PRMS,1599.922,00723,1599.922,1.9333937548337201
725,PR,PRMS,1599.922,00725,1599.922,1.9333937548337201
726,PR,PRMS,1599.922,00726,1599.922,1.9333937548337201
727,PR,PRMS,1599.922,00727,1599.922,1.9333937548337201
728,PR,PRMS,1599.922,00728,1599.922,1.9333937548337201
729,PR,PRMS,1599.922,00729,1599.922,1.9333937548337201
730,PR,PRMS,1599.922,00730,1599.922,1.9333937548337201
731,PR,PRMS,1599.922,00731,1599.922,1.9333937548337201
732,PR,PRMS,1599.922,00732,1599.922,1.9333937548337201
733,PR,PRMS,1599.922,00733,1599.922,1.9333937548337201
734,PR,PRMS,1599.922,00734,1599.922,1.9333937548337201
735,PR,PRMS,1599.922,00735,1599.922,1.9333937548337201
736,PR,PRMS,1599.922,00736,1599.922,1.9333937548337201
737,PR,PRMS,1599.922,00737,1599.922,1.9333937548337201
738,PR,PRMS,1599.922,00738,1599.922,1.9333937548337201
739,PR,PRMS,1599.922,00739,1599.922,1.9333937548337201
740,PR,PRMS,1599.922,00740,1599.922,1.9333937548337201
741,PR,PRMS,1599.922,00741,1599.922,1.9333937548337201
742,PR,PRMS,1599.922,00742,1599.922,1.9333937548337201
744,PR,PRMS,1599.922,00744,1599.922,1.9333937548337201
745,PR,PRMS,1599.922,00745,1599.922,1.9333937548337201
751,PR,PRMS,1599.922,00751,1599.922,1.9333937548337201
754,PR,PRMS,1599.922,00754,1599.922,1.9333937548337201
757,PR,PRMS,1599.922,00757,1599.922,1.9333937548337201
765,PR,PRMS,1599.922,00765,1599.922,1.9333937548337201
766,PR,PRMS,1599.922,00766,1599.922,1.9333937548337201
767,PR,PRMS,1599.922,00767,1599.922,1.9333937548337201
769,PR,PRMS,1599.922,00769,1599.922,1.9333937548337201
771,PR,PRMS,1599.922,00771,1599.922,1.9333937548337201
772,PR,PRMS,1599.922,00772,1599.922,1.9333937548337201
773,PR,PRMS,1599.922,00773,1599.922,1.9333937548337201
775,PR,PRMS,1599.922,00775,1599.922,1.9333937548337201
777,PR,PRMS,1599.922,00777,1599.922,1.9333937548337201
778,PR,PRMS,1599.922,00778,1599.922,1.9333937548337201
780,PR,PRMS,1599.922,00780,1599.922,1.9333937548337201
782,PR,PRMS,1599.922,00782,1599.922,1.9333937548337201
783,PR,PRMS,1599.922,00783,1599.922,1.9333937548337201
784,PR,PRMS,1599.922,00784,1599.922,1.9333937548337201
785,PR,PRMS,1599.922,00785,1599.922,1.9333937548337201
786,PR,PRMS,1599.922,00786,1599.922,1.9333937548337201
791,PR,PRMS,1599.922,00791,1599.922,1.9333937548337201
792,PR,PRMS,1599.922,00792,1599.922,1.9333937548337201
794,PR,PRMS,1599.922,00794,1599.922,1.9333937548337201
795,PR,PRMS,1599.922,00795,1599.922,1.9333937548337201
901,PR,PRMS,1599.922,00901,1599.922,1.9333937548337201
902,PR,PRMS,1599.922,00902,1599.922,1.9333937548337201
906,PR,PRMS,1599.922,00906,1599.922,1.9333937548337201
907,PR,PRMS,1599.922,00907,1599.922,1.9333937548337201
908,PR,PRMS,1599.922,00908,1599.922,1.9333937548337201
909,PR,PRMS,1599.922,00909,1599.922,1.9333937548337201
910,PR,PRMS,1599.922,00910,1599.922,1.9333937548337201
911,PR,PRMS,1599.922,00911,1599.922,1.9333937548337201
912,PR,PRMS,1599.922,00912,1599.922,1.9333937548337201
913,PR,PRMS,1599.922,00913,1599.922,1.9333937548337201
914,PR,PRMS,1599.922,00914,1599.922,1.9333937548337201
915,PR,PRMS,1599.922,00915,1599.922,1.9333937548337201
916,PR,PRMS,1599.922,00916,1599.922,1.9333937548337201
917,PR,PRMS,1599.922,00917,1599.922,1.9333937548337201
918,PR,PRMS,1599.922,00918,1599.922,1.9333937548337201
919,PR,PRMS,1599.922,00919,1599.922,1.9333937548337201
920,PR,PRMS,1599.922,00920,1599.922,1.9333937548337201
921,PR,PRMS,1599.922,00921,1599.922,1.9333937548337201
922,PR,PRMS,1599.922,00922,1599.922,1.9333937548337201
923,PR,PRMS,1599.922,00923,1599.922,1.9333937548337201
924,PR,PRMS,1599.922,00924,1599.922,1.9333937548337201
925,PR,PRMS,1599.922,00925,1599.922,1.9333937548337201
926,PR,PRMS,1599.922,00926,1599.922,1.9333937548337201
927,PR,PRMS,1599.922,00927,1599.922,1.9333937548337201
928,PR,PRMS,1599.922,00928,1599.922,1.9333937548337201
929,PR,PRMS,1599.922,00929,1599.922,1.9333937548337201
930,PR,PRMS,1599.922,00930,1599.922,1.9333937548337201
931,PR,PRMS,1599.922,00931,1599.922,1.9333937548337201
933,PR,PRMS,1599.922,00933,1599.922,1.9333937548337201
934,PR,PRMS,1599.922,00934,1599.922,1.9333937548337201
935,PR,PRMS,1599.922,00935,1599.922,1.9333937548337201
936,PR,PRMS,1599.922,00936,1599.922,1.9333937548337201
937,PR,PRMS,1599.922,00937,1599.922,1.9333937548337201
939,PR,PRMS,1599.922,00939,1599.922,1.9333937548337201
940,PR,PRMS,1599.922,00940,1599.922,1.9333937548337201
949,PR,PRMS,1599.922,00949,1599.922,1.9333937548337201
950,PR,PRMS,1599.922,00950,1599.922,1.9333937548337201
951,PR,PRMS,1599.922,00951,1599.922,1.9333937548337201
952,PR,PRMS,1599.922,00952,1599.922,1.9333937548337201
953,PR,PRMS,1599.922,00953,1599.922,1.9333937548337201
954,PR,PRMS,1599.922,00954,1599.922,1.9333937548337201
955,PR,PRMS,1599.922,00955,1599.922,1.9333937548337201
956,PR,PRMS,1599.922,00956,1599.922,1.9333937548337201
957,PR,PRMS,1599.922,00957,1599.922,1.9333937548337201
958,PR,PRMS,1599.922,00958,1599.922,1.9333937548337201
959,PR,PRMS,1599.922,00959,1599.922,1.9333937548337201
960,PR,PRMS,1599.922,00960,1599.922,1.9333937548337201
961,PR,PRMS,1599.922,00961,1599.922,1.9333937548337201
962,PR,PRMS,1599.922,00962,1599.922,1.9333937548337201
963,PR,PRMS,1599.922,00963,1599.922,1.9333937548337201
965,PR,PRMS,1599.922,00965,1599.922,1.9333937548337201
966,PR,PRMS,1599.922,00966,1599.922,1.9333937548337201
968,PR,PRMS,1599.922,00968,1599.922,1.9333937548337201
969,PR,PRMS,1599.922,00969,1599.922,1.9333937548337201
970,PR,PRMS,1599.922,00970,1599.922,1.9333937548337201
971,PR,PRMS,1599.922,00971,1599.922,1.9333937548337201
975,PR,PRMS,1599.922,00975,1599.922,1.9333937548337201
976,PR,PRMS,1599.922,00976,1599.922,1.9333937548337201
977,PR,PRMS,1599.922,00977,1599.922,1.9333937548337201
978,PR,PRMS,1599.922,00978,1599.922,1.9333937548337201
979,PR,PRMS,1599.922,00979,1599.922,1.9333937548337201
981,PR,PRMS,1599.922,00981,1599.922,1.9333937548337201
982,PR,PRMS,1599.922,00982,1599.922,1.9333937548337201
983,PR,PRMS,1599.922,00983,1599.922,1.9333937548337201
984,PR,PRMS,1599.922,00984,1599.922,1.9333937548337201
985,PR,PRMS,1599.922,00985,1599.922,1.9333937548337201
986,PR,PRMS,1599.922,00986,1599.922,1.9333937548337201
987,PR,PRMS,1599.922,00987,1599.922,1.9333937548337201
988,PR,PRMS,1599.922,00988,1599.922,1.9333937548337201
1001,MA,NEWE,540.48,01001,540.48,0.6531322505800464
1002,MA,NEWE,540.48,01002,540.48,0.6531322505800464
1003,MA,NEWE,540.48,01003,540.48,0.6531322505800464
1004,MA,NEWE,540.48,01004,540.48,0.6531322505800464
1005,MA,NEWE,540.48,01005,540.48,0.6531322505800464
1007,MA,NEWE,540.48,01007,540.48,0.6531322505800464
1008,MA,NEWE,540.48,01008,540.48,0.6531322505800464
1009,MA,NEWE,540.48,01009,540.48,0.6531322505800464
1010,MA,NEWE,540.48,01010,540.48,0.6531322505800464
1011,MA,NEWE,540.48,01011,540.48,0.6531322505800464
1012,MA,NEWE,540.48,01012,540.48,0.6531322505800464
1013,MA,NEWE,540.48,01013,540.48,0.6531322505800464
1014,MA,NEWE,540.48,01014,540.48,0.6531322505800464
1020,MA,NEWE,540.48,01020,540.48,0.6531322505800464
1021,MA,NEWE,540.48,01021,540.48,0.6531322505800464
1022,MA,NEWE,540.48,01022,540.48,0.6531322505800464
1026,MA,NEWE,540.48,01026,540.48,0.6531322505800464
1027,MA,NEWE,540.48,01027,540.48,0.6531322505800464
1028,MA,NEWE,540.48,01028,540.48,0.6531322505800464
1029,MA,NEWE,540.48,01029,540.48,0.6531322505800464
1030,MA,NEWE,540.48,01030,540.48,0.6531322505800464
1031,MA,NEWE,540.48,01031,540.48,0.6531322505800464
1032,MA,NEWE,540.48,01032,540.48,0.6531322505800464
1033,MA,NEWE,540.48,01033,540.48,0.6531322505800464
1034,MA,NEWE,540.48,01034,540.48,0.6531322505800464
1035,MA,NEWE,540.48,01035,540.48,0.6531322505800464
1036,MA,NEWE,540.48,01036,540.48,0.6531322505800464
1037,MA,NEWE,540.48,01037,540.48,0.6531322505800464
1038,MA,NEWE,540.48,01038,540.48,0.6531322505800464
1039,MA,NEWE,540.48,01039,540.48,0.6531322505800464
1040,MA,NEWE,540.48,01040,540.48,0.6531322505800464
1041,MA,NEWE,540.48,01041,540.48,0.6531322505800464
1050,MA,NEWE,540.48,01050,540.48,0.6531322505800464
1053,MA,NEWE,540.48,01053,540.48,0.6531322505800464
1054,MA,NEWE,540.48,01054,540.48,0.6531322505800464
1056,MA,NEWE,540.48,01056,540.48,0.6531322505800464
1057,MA,NEWE,540.48,01057,540.48,0.6531322505800464
1059,MA,NEWE,540.48,01059,540.48,0.6531322505800464
1060,MA,NEWE,540.48,01060,540.48,0.6531322505800464
1061,MA,NEWE,540.48,01061,540.48,0.6531322505800464
1062,MA,NEWE,540.48,01062,540.48,0.6531322505800464
1063,MA,NEWE,540.48,01063,540.48,0.6531322505800464
1066,MA,NEWE,540.48,01066,540.48,0.6531322505800464
1068,MA,NEWE,540.48,01068,540.48,0.6531322505800464
1069,MA,NEWE,540.48,01069,540.48,0.6531322505800464
1070,MA,NEWE,540.48,01070,540.48,0.6531322505800464
1071,MA,NEWE,540.48,01071,540.48,0.6531322505800464
1072,MA,NEWE,540.48,01072,540.48,0.6531322505800464
1073,MA,NEWE,540.48,01073,540.48,0.6531322505800464
1074,MA,NEWE,540.48,01074,540.48,0.6531322505800464
1075,MA,NEWE,540.48,01075,540.48,0.6531322505800464
1077,MA,NEWE,540.48,01077,540.48,0.6531322505800464
1079,MA,NEWE,540.48,01079,540.48,0.6531322505800464
1080,MA,NEWE,540.48,01080,540.48,0.6531322505800464
1081,MA,NEWE,540.48,01081,540.48,0.6531322505800464
1082,MA,NEWE,540.48,01082,540.48,0.6531322505800464
1083,MA,NEWE,540.48,01083,540.48,0.6531322505800464
1084,MA,NEWE,540.48,01084,540.48,0.6531322505800464
1085,MA,NEWE,540.48,01085,540.48,0.6531322505800464
1086,MA,NEWE,540.48,01086,540.48,0.6531322505800464
1088,MA,NEWE,540.48,01088,540.48,0.6531322505800464
1089,MA,NEWE,540.48,01089,540.48,0.6531322505800464
1090,MA,NEWE,540.48,01090,540.48,0.6531322505800464
1092,MA,NEWE,540.48,01092,540.48,0.6531322505800464
1093,MA,NEWE,540.48,01093,540.48,0.6531322505800464
1094,MA,NEWE,540.48,01094,540.48,0.6531322505800464
1095,MA,NEWE,540.48,01095,540.48,0.6531322505800464
1096,MA,NEWE,540.48,01096,540.48,0.6531322505800464
1097,MA,NEWE,540.48,01097,540.48,0.6531322505800464
1098,MA,NEWE,540.48,01098,540.48,0.6531322505800464
1101,MA,NEWE,540.48,01101,540.48,0.6531322505800464
1102,MA,NEWE,540.48,01102,540.48,0.6531322505800464
1103,MA,NEWE,540.48,01103,540.48,0.6531322505800464
1104,MA,NEWE,540.48,01104,540.48,0.6531322505800464
1105,MA,NEWE,540.48,01105,540.48,0.6531322505800464
1106,MA,NEWE,540.48,01106,540.48,0.6531322505800464
1107,MA,NEWE,540.48,01107,540.48,0.6531322505800464
1108,MA,NEWE,540.48,01108,540.48,0.6531322505800464
1109,MA,NEWE,540.48,01109,540.48,0.6531322505800464
1111,MA,NEWE,540.48,01111,540.48,0.6531322505800464
1115,MA,NEWE,540.48,01115,540.48,0.6531322505800464
1116,MA,NEWE,540.48,01116,540.48,0.6531322505800464
1118,MA,NEWE,540.48,01118,540.48,0.6531322505800464
1119,MA,NEWE,540.48,01119,540.48,0.6531322505800464
1128,MA,NEWE,540.48,01128,540.48,0.6531322505800464
1129,MA,NEWE,540.48,01129,540.48,0.6531322505800464
1138,MA,NEWE,540.48,01138,540.48,0.6531322505800464
1139,MA,NEWE,540.48,01139,540.48,0.6531322505800464
1144,MA,NEWE,540.48,01144,540.48,0.6531322505800464
1151,MA,NEWE,540.48,01151,540.48,0.6531322505800464
1152,MA,NEWE,540.48,01152,540.48,0.6531322505800464
1199,MA,NEWE,540.48,01199,540.48,0.6531322505800464
1201,MA,NEWE,540.48,01201,540.48,0.6531322505800464
1202,MA,NEWE,540.48,01202,540.48,0.6531322505800464
1203,MA,NEWE,540.48,01203,540.48,0.6531322505800464
1220,MA,NEWE,540.48,01220,540.48,0.6531322505800464
1222,MA,NEWE,540.48,01222,540.48,0.6531322505800464
1223,MA,NEWE,540.48,01223,540.48,0.6531322505800464
1224,MA,NEWE,540.48,01224,540.48,0.6531322505800464
1225,MA,NEWE,540.48,01225,540.48,0.6531322505800464
1226,MA,NEWE,540.48,01226,540.48,0.6531322505800464
1227,MA,NEWE,540.48,01227,540.48,0.6531322505800464
1229,MA,NEWE,540.48,01229,540.48,0.6531322505800464
1230,MA,NEWE,540.48,01230,540.48,0.6531322505800464
1235,MA,NEWE,540.48,01235,540.48,0.6531322505800464
1236,MA,NEWE,540.48,01236,540.48,0.6531322505800464
1237,MA,NEWE,540.48,01237,540.48,0.6531322505800464
1238,MA,NEWE,540.48,01238,540.48,0.6531322505800464
1240,MA,NEWE,540.48,01240,540.48,0.6531322505800464
1242,MA,NEWE,540.48,01242,540.48,0.6531322505800464
1243,MA,NEWE,540.48,01243,540.48,0.6531322505800464
1244,MA,NEWE,540.48,01244,540.48,0.6531322505800464
1245,MA,NEWE,540.48,01245,540.48,0.6531322505800464
1247,MA,NEWE,540.48,01247,540.48,0.6531322505800464
1252,MA,NEWE,540.48,01252,540.48,0.6531322505800464
1253,MA,NEWE,540.48,01253,540.48,0.6531322505800464
1254,MA,NEWE,540.48,01254,540.48,0.6531322505800464
1255,MA,NEWE,540.48,01255,540.48,0.6531322505800464
1256,MA,NEWE,540.48,01256,540.48,0.6531322505800464
1257,MA,NEWE,540.48,01257,540.48,0.6531322505800464
1258,MA,NEWE,540.48,01258,540.48,0.6531322505800464
1259,MA,NEWE,540.48,01259,540.48,0.6531322505800464
1260,MA,NEWE,540.48,01260,540.48,0.6531322505800464
1262,MA,NEWE,540.48,01262,540.48,0.6531322505800464
1263,MA,NEWE,540.48,01263,540.48,0.6531322505800464
1264,MA,NEWE,540.48,01264,540.48,0.6531322505800464
1266,MA,NEWE,540.48,01266,540.48,0.6531322505800464
1267,MA,NEWE,540.48,01267,540.48,0.6531322505800464
1270,MA,NEWE,540.48,01270,540.48,0.6531322505800464
1301,MA,NEWE,540.48,01301,540.48,0.6531322505800464
1302,MA,NEWE,540.48,01302,540.48,0.6531322505800464
1330,MA,NEWE,540.48,01330,540.48,0.6531322505800464
1331,MA,NEWE,540.48,01331,540.48,0.6531322505800464
1337,MA,NEWE,540.48,01337,540.48,0.6531322505800464
1338,MA,NEWE,540.48,01338,540.48,0.6531322505800464
1339,MA,NEWE,540.48,01339,540.48,0.6531322505800464
1340,MA,NEWE,540.48,01340,540.48,0.6531322505800464
1341,MA,NEWE,540.48,01341,540.48,0.6531322505800464
1342,MA,NEWE,540.48,01342,540.48,0.6531322505800464
1343,MA,NEWE,540.48,01343,540.48,0.6531322505800464
1344,MA,NEWE,540.48,01344,540.48,0.6531322505800464
1346,MA,NEWE,540.48,01346,540.48,0.6531322505800464
1347,MA,NEWE,540.48,01347,540.48,0.6531322505800464
1349,MA,NEWE,540.48,01349,540.48,0.6531322505800464
1350,MA,NEWE,540.48,01350,540.48,0.6531322505800464
1351,MA,NEWE,540.48,01351,540.48,0.6531322505800464
1354,MA,NEWE,540.48,01354,540.48,0.6531322505800464
1355,MA,NEWE,540.48,01355,540.48,0.6531322505800464
1360,MA,NEWE,540.48,01360,540.48,0.6531322505800464
1364,MA,NEWE,540.48,01364,540.48,0.6531322505800464
1366,MA,NEWE,540.48,01366,540.48,0.6531322505800464
1367,MA,NEWE,540.48,01367,540.48,0.6531322505800464
1368,MA,NEWE,540.48,01368,540.48,0.6531322505800464
